#X,SUBCASE - RANDOM DISTRIBUTED ACOUSTIC PLANE WAVES 1_ Group 3_ AUTOMATICALLY MATCHED LAYER(1)
#Frequency(Hz),General/Unknown()_Real
3935.000000,34.886520
3940.000000,34.886944
3945.000000,34.887581
3950.000000,34.888248
3955.000000,34.889015
3960.000000,34.889854
3965.000000,34.890236
3970.000000,34.890747
3975.000000,34.891354
3980.000000,34.891914
3985.000000,34.892582
3990.000000,34.893101
3995.000000,34.893898
4000.000000,34.894653
4005.000000,34.894764
4010.000000,34.894936
4015.000000,34.894920
4020.000000,34.893955
4025.000000,34.892441
4030.000000,34.889961
4035.000000,34.886124
4040.000000,34.881031
4045.000000,34.874718
4050.000000,34.866741
4055.000000,34.857315
4060.000000,34.846272
4065.000000,34.833958
4070.000000,34.819977
4075.000000,34.804817
4080.000000,34.788490
4085.000000,34.771236
4090.000000,34.752892
4095.000000,34.733677
4100.000000,34.714046
4105.000000,34.693848
4110.000000,34.673058
4115.000000,34.651897
4120.000000,34.630653
4125.000000,34.608978
4130.000000,34.586823
4135.000000,34.564644
4140.000000,34.542179
4145.000000,34.519653
4150.000000,34.497585
4155.000000,34.475544
4160.000000,34.454273
4165.000000,34.433922
4170.000000,34.414421
4175.000000,34.396194
4180.000000,34.379192
4185.000000,34.363033
4190.000000,34.347973
4195.000000,34.333420
4200.000000,34.319492
4205.000000,34.305984
4210.000000,34.292488
4215.000000,34.278656
4220.000000,34.264481
4225.000000,34.249592
4230.000000,34.234028
4235.000000,34.217613
4240.000000,34.200413
4245.000000,34.182716
4250.000000,34.164501
4255.000000,34.145866
4260.000000,34.127308
4265.000000,34.112850
4270.000000,34.094448
4275.000000,34.076649
4280.000000,34.059723
4285.000000,34.043674
4290.000000,34.028656
4295.000000,34.014618
4300.000000,34.001633
4305.000000,33.989742
4310.000000,33.979000
4315.000000,33.969330
4320.000000,34.027885
4325.000000,34.020752
4330.000000,34.014965
4335.000000,34.010456
4340.000000,34.007294
4345.000000,34.005379
4350.000000,34.004356
4355.000000,34.003979
4360.000000,34.004333
4365.000000,34.005005
4370.000000,34.005798
4375.000000,34.006561
4380.000000,34.007038
4385.000000,34.007114
4390.000000,34.006527
4395.000000,34.004982
4400.000000,34.002419
4405.000000,33.998795
4410.000000,33.993771
4415.000000,33.987450
4420.000000,33.979702
4425.000000,33.970097
4430.000000,33.958477
4435.000000,33.944748
4440.000000,33.928898
4445.000000,33.910839
4450.000000,33.890465
4455.000000,33.867630
4460.000000,33.842525
4465.000000,33.814915
4470.000000,33.784939
4475.000000,33.752693
4480.000000,33.718529
4485.000000,33.682625
4490.000000,33.645077
4495.000000,33.606182
4500.000000,33.566643
4505.000000,33.526218
4510.000000,33.485741
4515.000000,33.445171
4520.000000,33.404850
4525.000000,33.365074
4530.000000,33.325993
