#X,SUBCASE - RANDOM DISTRIBUTED ACOUSTIC PLANE WAVES 1_ Group 3_ BOTTOMAML_NEW
#Frequency(Hz),General/Unknown()_Real
3780.000000,36.121597
3785.000000,36.105556
3790.000000,36.088020
3795.000000,36.068813
3800.000000,36.047863
3805.000000,36.025349
3810.000000,36.001236
3815.000000,35.975769
3820.000000,35.949081
3825.000000,35.921413
3830.000000,35.893307
3835.000000,35.864437
3840.000000,35.835617
3845.000000,35.807236
3850.000000,35.778988
3855.000000,35.750267
3860.000000,35.721836
3865.000000,35.692699
3870.000000,35.662979
3875.000000,35.632168
3880.000000,35.600121
3885.000000,35.566330
3890.000000,35.530869
3895.000000,35.494072
3900.000000,35.456253
3905.000000,35.417229
3910.000000,35.377296
3915.000000,35.337612
3920.000000,35.298302
3925.000000,35.259197
3930.000000,35.220936
3935.000000,35.183743
3940.000000,35.147709
3945.000000,35.113903
3950.000000,35.081722
3955.000000,35.051060
3960.000000,35.021896
3965.000000,34.994843
3970.000000,34.969730
3975.000000,34.946339
3980.000000,34.924236
3985.000000,34.903847
3990.000000,34.884274
3995.000000,34.865131
4000.000000,34.846188
4005.000000,34.826660
4010.000000,34.805847
4015.000000,34.783794
4020.000000,34.759594
4025.000000,34.732800
4030.000000,34.703369
4035.000000,34.671970
4040.000000,34.638256
4045.000000,34.602760
4050.000000,34.565525
4055.000000,34.527695
4060.000000,34.489475
4065.000000,34.451481
4070.000000,34.414436
4075.000000,34.378738
4080.000000,34.345078
4085.000000,34.313923
4090.000000,34.284775
4095.000000,34.259392
4100.000000,34.236729
4105.000000,34.216908
4110.000000,34.200268
4115.000000,34.186337
4120.000000,34.175007
4125.000000,34.166359
4130.000000,34.159973
4135.000000,34.155064
4140.000000,34.151821
4145.000000,34.149666
4150.000000,34.148197
4155.000000,34.146599
4160.000000,34.144920
4165.000000,34.142159
4170.000000,34.137886
4175.000000,34.131683
4180.000000,34.122940
4185.000000,34.110825
4190.000000,34.095444
4195.000000,34.076279
4200.000000,34.053101
4205.000000,34.025295
4210.000000,33.994106
4215.000000,33.958729
4220.000000,33.919312
4225.000000,33.876324
4230.000000,33.830677
4235.000000,33.782982
4240.000000,33.734344
4245.000000,33.685375
4250.000000,33.636879
4255.000000,33.589737
4260.000000,33.545158
4265.000000,33.503437
4270.000000,33.465584
4275.000000,33.431091
4280.000000,33.401505
4285.000000,33.375908
4290.000000,33.354889
4295.000000,33.338150
4300.000000,33.325882
4305.000000,33.317928
4310.000000,33.313896
4315.000000,33.313869
4320.000000,33.317028
4325.000000,33.323895
4330.000000,33.334087
4335.000000,33.347046
4340.000000,33.362682
4345.000000,33.380249
4350.000000,33.399555
4355.000000,33.420258
4360.000000,33.441238
4365.000000,33.462791
4370.000000,33.483406
4375.000000,33.503510
4380.000000,33.522034
4385.000000,33.538879
4390.000000,33.553185
4395.000000,33.565266
4400.000000,33.574326
4405.000000,33.580212
4410.000000,33.581852
4415.000000,33.580750
4420.000000,33.575043
4425.000000,33.564922
4430.000000,33.550121
4435.000000,33.530212
4440.000000,33.505394
4445.000000,33.475330
4450.000000,33.440262
4455.000000,33.399635
4460.000000,33.354309
4465.000000,33.303658
4470.000000,33.248253
4475.000000,33.188328
4480.000000,33.124466
4485.000000,33.057743
4490.000000,32.988659
4495.000000,32.918106
4500.000000,32.846886
4505.000000,32.776196
4510.000000,32.706966
4515.000000,32.640049
4520.000000,32.576630
4525.000000,32.516682
4530.000000,32.460747
4535.000000,32.409210
4540.000000,32.362530
4545.000000,32.320129
4550.000000,32.282066
4555.000000,32.248402
4560.000000,32.218945
4565.000000,32.193611
4570.000000,32.171112
4575.000000,32.152016
4580.000000,32.135677
4585.000000,32.122448
4590.000000,32.112381
4595.000000,32.105179
4600.000000,32.100651
4605.000000,32.099525
4610.000000,32.101501
4615.000000,32.106483
4620.000000,32.114452
4625.000000,32.125191
4630.000000,32.138378
4635.000000,32.153954
4640.000000,32.171188
4645.000000,32.189320
4650.000000,32.209438
4655.000000,32.228783
4660.000000,32.248035
4665.000000,32.266308
4670.000000,32.282677
4675.000000,32.297562
4680.000000,32.310001
4685.000000,32.319408
4690.000000,32.325687
4695.000000,32.328602
4700.000000,32.326946
4705.000000,32.320587
4710.000000,32.309780
4715.000000,32.294140
4720.000000,32.272865
4725.000000,32.246353
4730.000000,32.214317
4735.000000,32.176476
4740.000000,32.132702
4745.000000,32.083324
4750.000000,32.028141
4755.000000,31.967411
4760.000000,31.901024
4765.000000,31.829538
4770.000000,31.753180
4775.000000,31.672152
4780.000000,31.587074
4785.000000,31.498056
4790.000000,31.405613
4795.000000,31.309725
4800.000000,31.211807
4805.000000,31.111670
4810.000000,31.009783
4815.000000,30.906513
4820.000000,30.802156
4825.000000,30.697193
4830.000000,30.591322
4835.000000,30.484547
4840.000000,30.378061
4845.000000,30.270660
4850.000000,30.163298
4855.000000,30.056812
4860.000000,29.950989
4865.000000,29.845793
4870.000000,29.741682
4875.000000,29.638889
4880.000000,29.538677
4885.000000,29.440495
4890.000000,29.344864
4895.000000,29.252132
4900.000000,29.163006
4905.000000,29.076696
4910.000000,28.995050
4915.000000,28.917574
4920.000000,28.845020
4925.000000,28.777155
4930.000000,28.715242
4935.000000,28.659615
4940.000000,28.609299
4945.000000,28.566015
4950.000000,28.529583
4955.000000,28.499439
4960.000000,28.477375
4965.000000,28.461964
4970.000000,28.453615
4975.000000,28.451597
4980.000000,28.456732
4985.000000,28.467621
4990.000000,28.484344
4995.000000,28.505758
5000.000000,28.531870


